Cell_ID,X,Y,TACIT,Group.x,UMAP1,UMAP2
S5P2_43807,5782.8,28140.8,Fibroblast,S5P1_2,-4.593368161,5.293960177
S5P2_43808,6092.3,28145.4,Others,S5P1_2,-6.234784711,-2.500698722
S5P2_43809,5604.5,28143.6,Fibroblast,S5P1_2,-4.4005705,2.970771872
S5P2_43810,5473.4,28143.2,Others,S5P1_2,-5.342882264,-4.069582379
S5P2_43811,5530.6,28144.1,VEC,S5P1_2,-5.372277367,5.604651057
S5P2_43812,5915.7,28140.6,VEC,S5P1_2,-5.371264088,5.093140208
S5P2_43813,5175.6,28144.4,Others,S5P1_2,-8.3183056,-2.581257499
S5P2_43814,5793.5,28141.1,VEC,S5P1_2,-4.931121457,5.960260951
S5P2_43815,6057.4,28154.9,Others,S5P1_2,-6.174746144,-2.547907508
S5P2_43816,5320.7,28146.7,Fibroblast,S5P1_2,-5.377141106,0.140582421
S5P2_43817,5811.4,28147.4,Fibroblast,S5P1_2,-4.704201329,5.719181621
S5P2_43818,5971.3,28142.9,VEC Progen,S5P1_2,-6.113347638,2.020593249
S5P2_43819,5340.4,28143.4,Others,S5P1_2,-8.45472585,-2.283724463
S5P2_43820,5651.9,28143.9,Others,S5P1_2,-6.39482795,0.415146851
S5P2_43821,5931.6,28147.3,Fibroblast,S5P1_2,-6.031087983,-0.695400155
S5P2_43822,6042.5,28145.2,Others,S5P1_2,-5.284676182,-3.551743663
S5P2_43823,5802.2,28141.4,Fibroblast,S5P1_2,-4.843340504,6.320599162
S5P2_43824,5886.3,28142.9,Others,S5P1_2,-6.972334016,1.428357088
S5P2_43825,5899.2,28141.9,Others,S5P1_2,-7.09489547,-1.173567451
S5P2_43826,5305.2,28143.1,Others,S5P1_2,-8.291279423,-2.342188752
S5P2_43827,6014.3,28148.7,Others,S5P1_2,-5.710929501,-2.60855881
S5P2_43828,6028.1,28150.7,Others,S5P1_2,-7.282768357,-0.241648889
S5P2_43829,5797,28148.5,Others,S5P1_2,-5.321952927,-4.099244512
S5P2_43830,5981.4,28148.8,Fibroblast,S5P1_2,-6.330343831,0.983532392
S5P2_43831,6078.6,28148.8,Others,S5P1_2,-6.248603451,-2.565374053
S5P2_43832,5449.6,28154,Fibroblast,S5P1_2,-4.793225396,5.169746005
S5P2_43833,5499.4,28149.3,Others,S5P1_2,-5.35401212,-3.614709771
S5P2_43834,5561.1,28148.4,Fibroblast,S5P1_2,-5.28837167,1.382912838
S5P2_43835,5990.6,28151.5,Others,S5P1_2,-7.008717168,-0.835813618
S5P2_43836,5522.7,28148.4,Others,S5P1_2,-5.335159886,-4.189280427
S5P2_43837,5774.8,28151.4,VEC,S5P1_2,-5.143587697,5.044444167
S5P2_43838,5823.1,28153.2,Fibroblast,S5P1_2,-4.78130256,5.137332522
S5P2_43839,5832,28148.4,Fibroblast,S5P1_2,-4.883678544,5.468736255
S5P2_43840,5187.2,28149.8,Others,S5P1_2,-8.364469159,-3.313141978
S5P2_43841,5332.2,28152.1,Fibroblast,S5P1_2,-5.46864425,0.647660636
S5P2_43842,5584.9,28153.3,Others,S5P1_2,-7.438413727,-0.935719347
S5P2_43843,5197.1,28146.8,Others,S5P1_2,-8.560742009,-2.30827657
S5P2_43844,5298.6,28156.1,Others,S5P1_2,-8.129719365,-2.349756873
S5P2_43845,5462.5,28151.4,Fibroblast,S5P1_2,-5.089838135,6.578463637
S5P2_43846,5610,28151.5,Fibroblast,S5P1_2,-4.86938678,1.49467417
S5P2_43847,5893.3,28155.9,Others,S5P1_2,-7.228562463,-0.102814927
S5P2_43848,5307.6,28155,Others,S5P1_2,-8.230955708,-2.161145843
S5P2_43849,5879,28155.5,Others,S5P1_2,-7.371870625,-0.283493913
S5P2_43850,5468.9,28155.5,Fibroblast,S5P1_2,-5.089820969,6.884530627
S5P2_43851,5841.5,28151.5,Fibroblast,S5P1_2,-5.119206536,4.95302447
S5P2_43852,6043.4,28151.1,Others,S5P1_2,-5.384158242,-3.673452294
S5P2_43853,6089.3,28156.2,Others,S5P1_2,-6.418790925,-2.637454665
S5P2_43854,5431.6,28153.3,Fibroblast,S5P1_2,-4.78865062,5.065258586
S5P2_43855,5524.1,28156.8,VEC,S5P1_2,-5.477633584,5.700119102
S5P2_43856,5952,28155.5,Fibroblast,S5P1_2,-5.734254468,-0.362013495
S5P2_43857,6073.5,28153.8,Others,S5P1_2,-6.66918813,-2.007768548
S5P2_43858,5286.5,28157.7,Others,S5P1_2,-8.458637822,-2.395485795
S5P2_43859,5477.7,28157.5,Fibroblast,S5P1_2,-5.359654534,5.705898368
S5P2_43860,5485.8,28158.3,Fibroblast,S5P1_2,-5.338015187,5.676248633
